species,year,region,abundance,genlength,parental_abundance,parental_release,parental_sst,spp.n,reg.n
Chum,2005,Fraser,NA,4,NA,10714339,5.689460673,4,6
Chum,2006,Fraser,NA,4,NA,10821907,6.320263224,4,6
Chum,2007,Fraser,NA,4,NA,11149179,6.295697976,4,6
Chum,2008,Fraser,NA,4,NA,10608572,6.86878503,4,6
Chum,2009,Fraser,NA,4,NA,11447006,5.663032033,4,6
Chum,2010,Fraser,NA,4,NA,7880008,5.206310806,4,6
Chum,2011,Fraser,NA,4,NA,14448361,4.724268708,4,6
Chum,2012,Fraser,NA,4,NA,12703241,5.572014289,4,6
Chum,2013,Fraser,NA,4,NA,15138443,5.235384795,4,6
Chum,2014,Fraser,NA,4,NA,8279915,5.577702162,4,6
Chum,2015,Fraser,NA,4,NA,9938046,4.800310422,4,6
Chum,2016,Fraser,NA,4,NA,12432451,5.560729398,4,6
Chum,2017,Fraser,NA,4,NA,15480249,6.690331317,4,6
Chum,2018,Fraser,NA,4,NA,11910487,6.790738342,4,6
Chum,2019,Fraser,NA,4,NA,10605497,7.296033557,4,6
Chum,2020,Fraser,NA,4,NA,10243116,6.186898823,4,6
Chum,2021,Fraser,NA,4,NA,9204200,6.486794176,4,6
Chum,2022,Fraser,NA,4,NA,12888535,7.241381418,4,6
Coho,1996,Fraser,12514,3,35940,5111661,5.568284151,3,6
Coho,1997,Fraser,21916,3,37543,4463208,5.400416658,3,6
Coho,1998,Fraser,28197,3,29018,4394183,6.090548464,3,6
Coho,1999,Fraser,24616,3,12514,4290393,6.215470205,3,6
Coho,2000,Fraser,23513,3,21916,4213956,5.793741131,3,6
Coho,2001,Fraser,62979,3,28197,4545467,4.866282963,3,6
Coho,2002,Fraser,57570,3,24616,4611657,5.610359267,3,6
Coho,2003,Fraser,22500,3,23513,5215327,5.487532328,3,6
Coho,2004,Fraser,42025,3,62979,5359916,5.689460673,3,6
Coho,2005,Fraser,14503,3,57570,5442359,6.320263224,3,6
Coho,2006,Fraser,9940,3,22500,5123567,6.295697976,3,6
Coho,2007,Fraser,60220,3,42025,4022731,6.86878503,3,6
Coho,2008,Fraser,17339,3,14503,4298978,5.663032033,3,6
Coho,2009,Fraser,23197,3,9940,3505895,5.206310806,3,6
Coho,2010,Fraser,40729,3,60220,3046212,4.724268708,3,6
Coho,2011,Fraser,28419,3,17339,3333700,5.572014289,3,6
Coho,2012,Fraser,57560,3,23197,3502452,5.235384795,3,6
Coho,2013,Fraser,58645,3,40729,3744020,5.577702162,3,6
Coho,2014,Fraser,19601,3,28419,4174869,4.800310422,3,6
Coho,2015,Fraser,12849,3,57560,3597887,5.560729398,3,6
Coho,2016,Fraser,65609,3,58645,3256668,6.690331317,3,6
Coho,2017,Fraser,24794,3,19601,2942094,6.790738342,3,6
Coho,2018,Fraser,33980,3,12849,2939118,7.296033557,3,6
Coho,2019,Fraser,43984,3,65609,2135752,6.186898823,3,6
Coho,2020,Fraser,72813,3,24794,2076196,6.486794176,3,6
Coho,2021,Fraser,87639,3,33980,2388228,7.241381418,3,6
Coho,2022,Fraser,72806,3,43984,2584980,6.640011302,3,6
Pink,1997,Fraser,2842108,2,10768335,NA,5.400416658,5,6
Pink,1999,Fraser,3444982,2,7174584,NA,6.215470205,5,6
Pink,2001,Fraser,19813620,2,2842108,NA,4.866282963,5,6
Pink,2003,Fraser,22181030,2,3444982,NA,5.487532328,5,6
Pink,2005,Fraser,8809624,2,19813620,NA,6.320263224,5,6
Pink,2007,Fraser,7650052,2,22181030,NA,6.86878503,5,6
Pink,2009,Fraser,15428836,2,8809624,NA,5.206310806,5,6
Pink,2011,Fraser,12784508,2,7650052,NA,5.572014289,5,6
Pink,2013,Fraser,9344490,2,15428836,40909,5.577702162,5,6
Pink,2015,Fraser,5368996,2,12784508,NA,5.560729398,5,6
Pink,2017,Fraser,3392159,2,9344490,NA,6.790738342,5,6
Pink,2019,Fraser,8307419,2,5368996,NA,6.186898823,5,6
Pink,2021,Fraser,7827445,2,3392159,NA,7.241381418,5,6
Pink,2023,Fraser,9542025,2,8307419,NA,6.079160826,5,6
Sockeye,1996,Fraser,2056236,4,1120191,90587558,5.568284151,1,6
Sockeye,1997,Fraser,4262269,4,6228096,75951579,5.400416658,1,6
Sockeye,1998,Fraser,4427594,4,3103578,61061314,6.090548464,1,6
Sockeye,1999,Fraser,1867769,4,1757009,51875883,6.215470205,1,6
Sockeye,2000,Fraser,2353828,4,2056236,33554679,5.793741131,1,6
Sockeye,2001,Fraser,5278259,4,4262269,81003502,4.866282963,1,6
Sockeye,2002,Fraser,10130277,4,4427594,24229561,5.610359267,1,6
Sockeye,2003,Fraser,1987342,4,1867769,80388846,5.487532328,1,6
Sockeye,2004,Fraser,524328,4,2353828,55334952,5.689460673,1,6
Sockeye,2005,Fraser,3346884,4,5278259,37328280,6.320263224,1,6
Sockeye,2006,Fraser,4660263,4,10130277,46490445,6.295697976,1,6
Sockeye,2007,Fraser,888232,4,1987342,83496026,6.86878503,1,6
Sockeye,2008,Fraser,815850,4,524328,82329107,5.663032033,1,6
Sockeye,2009,Fraser,1102540,4,3346884,48011095,5.206310806,1,6
Sockeye,2010,Fraser,13136384,4,4660263,49555139,4.724268708,1,6
Sockeye,2011,Fraser,2585352,4,888232,61643558,5.572014289,1,6
Sockeye,2012,Fraser,925376,4,815850,36920063,5.235384795,1,6
Sockeye,2013,Fraser,2564700,4,1102540,10714401,5.577702162,1,6
Sockeye,2014,Fraser,5886125,4,13136384,47089033,4.800310422,1,6
Sockeye,2015,Fraser,1192359,4,2585352,79293796,5.560729398,1,6
Sockeye,2016,Fraser,486949,4,925376,48683110,6.690331317,1,6
Sockeye,2017,Fraser,954479,4,2564700,13447706,6.790738342,1,6
Sockeye,2018,Fraser,4100911,4,5886125,48884769,7.296033557,1,6
Sockeye,2019,Fraser,304443,4,1192359,45246090,6.186898823,1,6
Sockeye,2020,Fraser,273773,4,486949,14938047,6.486794176,1,6
Sockeye,2021,Fraser,1903930,4,954479,11082833,7.241381418,1,6
Sockeye,2022,Fraser,3502306,4,4100911,27776863,6.640011302,1,6
Chinook,1996,Columbia,NA,4,NA,NA,6.123800403,2,7
Chinook,1997,Columbia,NA,4,NA,NA,5.568284151,2,7
Chinook,1998,Columbia,NA,4,NA,NA,5.400416658,2,7
Chinook,1999,Columbia,NA,4,NA,NA,6.090548464,2,7
Chinook,2000,Columbia,NA,4,NA,NA,6.215470205,2,7
Chinook,2001,Columbia,NA,4,NA,NA,5.793741131,2,7
Chinook,2002,Columbia,NA,4,NA,NA,4.866282963,2,7
Chinook,2003,Columbia,NA,4,NA,NA,5.610359267,2,7
Chinook,2004,Columbia,NA,4,NA,NA,5.487532328,2,7
Chinook,2005,Columbia,NA,4,NA,NA,5.689460673,2,7
Chinook,2006,Columbia,34,4,NA,NA,6.320263224,2,7
Chinook,2007,Columbia,7,4,NA,NA,6.295697976,2,7
Chinook,2008,Columbia,14,4,NA,NA,6.86878503,2,7
Chinook,2009,Columbia,6,4,NA,NA,5.663032033,2,7
Chinook,2010,Columbia,5,4,34,NA,5.206310806,2,7
Chinook,2011,Columbia,21,4,7,NA,4.724268708,2,7
Chinook,2012,Columbia,11,4,14,NA,5.572014289,2,7
Chinook,2013,Columbia,40,4,6,NA,5.235384795,2,7
Chinook,2014,Columbia,50,4,5,NA,5.577702162,2,7
Chinook,2015,Columbia,61,4,21,NA,4.800310422,2,7
Chinook,2016,Columbia,40,4,11,NA,5.560729398,2,7
Chinook,2017,Columbia,54,4,40,NA,6.690331317,2,7
Chinook,2018,Columbia,10,4,50,NA,6.790738342,2,7
Chinook,2019,Columbia,15,4,61,NA,7.296033557,2,7
Chinook,2020,Columbia,79,4,40,NA,6.186898823,2,7
Chinook,2021,Columbia,73,4,54,NA,6.486794176,2,7
Chinook,2022,Columbia,23,4,10,NA,7.241381418,2,7
Sockeye,1996,Columbia,17035,NA,NA,NA,NA,1,7
Sockeye,1997,Columbia,11996,NA,NA,NA,NA,1,7
Sockeye,1998,Columbia,3708,NA,NA,NA,NA,1,7
Sockeye,1999,Columbia,5648,NA,NA,NA,NA,1,7
Sockeye,2000,Columbia,29243,NA,NA,NA,NA,1,7
Sockeye,2001,Columbia,41922,NA,NA,NA,NA,1,7
Sockeye,2002,Columbia,4898,NA,NA,NA,NA,1,7
Sockeye,2003,Columbia,17753,NA,NA,NA,NA,1,7
Sockeye,2004,Columbia,41571,NA,NA,NA,NA,1,7
Sockeye,2005,Columbia,31536,NA,NA,NA,NA,1,7
Sockeye,2006,Columbia,20819,NA,NA,NA,NA,1,7
Sockeye,2007,Columbia,13504,NA,NA,NA,NA,1,7
Sockeye,2008,Columbia,127602,NA,NA,NA,NA,1,7
Sockeye,2009,Columbia,64141,NA,NA,NA,NA,1,7
Sockeye,2010,Columbia,209974,NA,NA,NA,NA,1,7
Sockeye,2011,Columbia,77650,NA,NA,NA,NA,1,7
Sockeye,2012,Columbia,94071,NA,NA,NA,NA,1,7
Sockeye,2013,Columbia,36557,NA,NA,NA,NA,1,7
Sockeye,2014,Columbia,146701,NA,NA,NA,NA,1,7
Sockeye,2015,Columbia,10443,NA,NA,NA,NA,1,7
Sockeye,2016,Columbia,55190,NA,NA,NA,NA,1,7
Sockeye,2017,Columbia,10040,NA,NA,NA,NA,1,7
Sockeye,2018,Columbia,31001,NA,NA,NA,NA,1,7
Sockeye,2019,Columbia,13108,NA,NA,NA,NA,1,7
Sockeye,2020,Columbia,48138,NA,NA,NA,NA,1,7
Sockeye,2021,Columbia,15499,NA,NA,NA,NA,1,7
Sockeye,2022,Columbia,113393,NA,NA,NA,NA,1,7
Chinook,1996,CC,34237,5,30323,5569482,5.591939988,2,5
Chinook,1997,CC,30296,5,47475,5111184,6.123800403,2,5
Chinook,1998,CC,38361,5,54801,5259209,5.568284151,2,5
Chinook,1999,CC,35339,5,37426,4568133,5.400416658,2,5
Chinook,2000,CC,43540,5,40283,5329830,6.090548464,2,5
Chinook,2001,CC,40566,5,34237,4285407,6.215470205,2,5
Chinook,2002,CC,33165,5,30296,4516110,5.793741131,2,5
Chinook,2003,CC,26327,5,38361,4169309,4.866282963,2,5
Chinook,2004,CC,32379,5,35339,2889574,5.610359267,2,5
Chinook,2005,CC,36222,5,43540,3893182,5.487532328,2,5
Chinook,2006,CC,43709,5,40566,3793643,5.689460673,2,5
Chinook,2007,CC,28042,5,33165,3960033,6.320263224,2,5
Chinook,2008,CC,25222,5,26327,3992256,6.295697976,2,5
Chinook,2009,CC,26692,5,32379,3483262,6.86878503,2,5
Chinook,2010,CC,24686,5,36222,3463441,5.663032033,2,5
Chinook,2011,CC,19707,5,43709,3646458,5.206310806,2,5
Chinook,2012,CC,12866,5,28042,4120517,4.724268708,2,5
Chinook,2013,CC,39368,5,25222,3746663,5.572014289,2,5
Chinook,2014,CC,30240,5,26692,3727250,5.235384795,2,5
Chinook,2015,CC,58520,5,24686,4504019,5.577702162,2,5
Chinook,2016,CC,37317,5,19707,4130415,4.800310422,2,5
Chinook,2017,CC,21422,5,12866,4395290,5.560729398,2,5
Chinook,2018,CC,429,5,39368,3020763,6.690331317,2,5
Chinook,2019,CC,686,5,30240,3976070,6.790738342,2,5
Chinook,2020,CC,1922,5,58520,3927066,7.296033557,2,5
Chinook,2021,CC,NA,5,37317,4017619,6.186898823,2,5
Chum,1996,CC,1095943,4,484739,13613605,6.123800403,4,5
Chum,1997,CC,873336,4,661760,11761715,5.568284151,4,5
Chum,1998,CC,2521130,4,1074643,14090901,5.400416658,4,5
Chum,1999,CC,908747,4,1455765,12486337,6.090548464,4,5
Chum,2000,CC,925112,4,1095943,13078961,6.215470205,4,5
Chum,2001,CC,1081719,4,873336,12078392,5.793741131,4,5
Chum,2002,CC,1887450,4,2521130,13029050,4.866282963,4,5
Chum,2003,CC,2251874,4,908747,13623782,5.610359267,4,5
Chum,2004,CC,1726495,4,925112,11703477,5.487532328,4,5
Chum,2005,CC,959740,4,1081719,11004989,5.689460673,4,5
Chum,2006,CC,1172301,4,1887450,12550535,6.320263224,4,5
Chum,2007,CC,631666,4,2251874,12902660,6.295697976,4,5
Chum,2008,CC,314139,4,1726495,12240462,6.86878503,4,5
Chum,2009,CC,551192,4,959740,12201801,5.663032033,4,5
Chum,2010,CC,333306,4,1172301,13356194,5.206310806,4,5
Chum,2011,CC,1244145,4,631666,12528502,4.724268708,4,5
Chum,2012,CC,976272,4,314139,11495341,5.572014289,4,5
Chum,2013,CC,841592,4,551192,10502567,5.235384795,4,5
Chum,2014,CC,554928,4,333306,10640988,5.577702162,4,5
Chum,2015,CC,1242070,4,1244145,6690156,4.800310422,4,5
Chum,2016,CC,930703,4,976272,10599009,5.560729398,4,5
Chum,2017,CC,644008,4,841592,7923502,6.690331317,4,5
Chum,2018,CC,671448,4,554928,9558406,6.790738342,4,5
Chum,2019,CC,647616,4,1242070,9656265,7.296033557,4,5
Chum,2020,CC,100732,4,930703,9021652,6.186898823,4,5
Chum,2021,CC,357161,4,644008,9511459,6.486794176,4,5
Coho,1996,CC,151696,3,217469,930974,5.568284151,3,5
Coho,1997,CC,154162,3,230194,840648,5.400416658,3,5
Coho,1998,CC,696674,3,128132,842501,6.090548464,3,5
Coho,1999,CC,212983,3,151696,876536,6.215470205,3,5
Coho,2000,CC,236890,3,154162,775237,5.793741131,3,5
Coho,2001,CC,515146,3,696674,714533,4.866282963,3,5
Coho,2002,CC,617733,3,212983,1190841,5.610359267,3,5
Coho,2003,CC,387418,3,236890,1090696,5.487532328,3,5
Coho,2004,CC,473811,3,515146,998670,5.689460673,3,5
Coho,2005,CC,652665,3,617733,892125,6.320263224,3,5
Coho,2006,CC,349725,3,387418,878797,6.295697976,3,5
Coho,2007,CC,298043,3,473811,567424,6.86878503,3,5
Coho,2008,CC,227889,3,652665,483690,5.663032033,3,5
Coho,2009,CC,1097245,3,349725,623245,5.206310806,3,5
Coho,2010,CC,441956,3,298043,538966,4.724268708,3,5
Coho,2011,CC,658098,3,227889,589820,5.572014289,3,5
Coho,2012,CC,446346,3,1097245,575214,5.235384795,3,5
Coho,2013,CC,454801,3,441956,1011607,5.577702162,3,5
Coho,2014,CC,460994,3,658098,353773,4.800310422,3,5
Coho,2015,CC,313022,3,446346,765308,5.560729398,3,5
Coho,2016,CC,369742,3,454801,587131,6.690331317,3,5
Coho,2017,CC,391304,3,460994,663626,6.790738342,3,5
Coho,2018,CC,186558,3,313022,404131,7.296033557,3,5
Coho,2019,CC,184871,3,369742,713862,6.186898823,3,5
Coho,2020,CC,242526,3,391304,615665,6.486794176,3,5
Coho,2021,CC,390430,3,186558,535655,7.241381418,3,5
Pink,1996,CC,6475287,2,1731383,NA,5.400416658,5,5
Pink,1997,CC,3464435,2,2568377,NA,6.090548464,5,5
Pink,1998,CC,3003891,2,6475287,NA,6.215470205,5,5
Pink,1999,CC,3433506,2,3464435,NA,5.793741131,5,5
Pink,2000,CC,6859373,2,3003891,NA,4.866282963,5,5
Pink,2001,CC,9926731,2,3433506,NA,5.610359267,5,5
Pink,2002,CC,7200158,2,6859373,NA,5.487532328,5,5
Pink,2003,CC,6992638,2,9926731,NA,5.689460673,5,5
Pink,2004,CC,3393657,2,7200158,NA,6.320263224,5,5
Pink,2005,CC,6142946,2,6992638,NA,6.295697976,5,5
Pink,2006,CC,1242498,2,3393657,NA,6.86878503,5,5
Pink,2007,CC,5195502,2,6142946,NA,5.663032033,5,5
Pink,2008,CC,1289089,2,1242498,NA,5.206310806,5,5
Pink,2009,CC,8766979,2,5195502,NA,4.724268708,5,5
Pink,2010,CC,1218596,2,1289089,NA,5.572014289,5,5
Pink,2011,CC,3479143,2,8766979,NA,5.235384795,5,5
Pink,2012,CC,4188292,2,1218596,NA,5.577702162,5,5
Pink,2013,CC,10179003,2,3479143,NA,4.800310422,5,5
Pink,2014,CC,5034481,2,4188292,NA,5.560729398,5,5
Pink,2015,CC,863964,2,10179003,NA,6.690331317,5,5
Pink,2016,CC,6175070,2,5034481,33497,6.790738342,5,5
Pink,2017,CC,7241692,2,863964,NA,7.296033557,5,5
Pink,2018,CC,836635,2,6175070,NA,6.186898823,5,5
Pink,2019,CC,978179,2,7241692,NA,6.486794176,5,5
Pink,2020,CC,12324298,2,836635,NA,7.241381418,5,5
Pink,2021,CC,2371318,2,978179,NA,6.640011302,5,5
Sockeye,1996,CC,375597,5,924746,NA,6.123800403,1,5
Sockeye,1997,CC,593761,5,1049672,NA,5.568284151,1,5
Sockeye,1998,CC,304889,5,762142,NA,5.400416658,1,5
Sockeye,1999,CC,143288,5,367737,NA,6.090548464,1,5
Sockeye,2000,CC,152461,5,415571,8100,6.215470205,1,5
Sockeye,2001,CC,212296,5,375597,24021,5.793741131,1,5
Sockeye,2002,CC,445416,5,593761,23950,4.866282963,1,5
Sockeye,2003,CC,512348,5,304889,25894,5.610359267,1,5
Sockeye,2004,CC,381327,5,143288,25145,5.487532328,1,5
Sockeye,2005,CC,419046,5,152461,13947,5.689460673,1,5
Sockeye,2006,CC,293207,5,212296,363260,6.320263224,1,5
Sockeye,2007,CC,259479,5,445416,755595,6.295697976,1,5
Sockeye,2008,CC,203258,5,512348,822127,6.86878503,1,5
Sockeye,2009,CC,209126,5,381327,402406,5.663032033,1,5
Sockeye,2010,CC,288764,5,419046,654779,5.206310806,1,5
Sockeye,2011,CC,961696,5,293207,705191,4.724268708,1,5
Sockeye,2012,CC,390815,5,259479,157718,5.572014289,1,5
Sockeye,2013,CC,555293,5,203258,36636,5.235384795,1,5
Sockeye,2014,CC,417887,5,209126,70462,5.577702162,1,5
Sockeye,2015,CC,378038,5,288764,97319,4.800310422,1,5
Sockeye,2016,CC,519039,5,961696,43772,5.560729398,1,5
Sockeye,2017,CC,190969,5,390815,14377,6.690331317,1,5
Sockeye,2018,CC,370449,5,555293,61983,6.790738342,1,5
Sockeye,2019,CC,94870,5,417887,150661,7.296033557,1,5
Sockeye,2020,CC,38230,5,378038,44700,6.186898823,1,5
Sockeye,2021,CC,77494,5,519039,67091,6.486794176,1,5
